text,warmth,brightness,texture,valence,arousal,intensity,geometry,color_temperature
Not sad at all - genuinely happy and energetic,0.65,0.7,0.5,0.85,0.75,0.5,0.5,0.5
Immersed in haunting orchestral minor key with deep strings and silence,0.261,0.221,0.406,0.269,0.369,0.656,0.529,0.359
Steaming hot bowl of ramen with rich golden broth,0.92,0.55,0.45,0.82,0.45,0.65,0.5,0.75
The essence of steaming hot bowl of ramen with rich golden broth,0.938,0.587,0.483,0.818,0.447,0.632,0.5,0.743
Experience of steaming hot bowl of ramen with rich golden broth,0.905,0.573,0.488,0.83,0.486,0.619,0.5,0.787
The feeling of steaming hot bowl of ramen with rich golden broth,0.958,0.585,0.417,0.842,0.453,0.671,0.5,0.764
Crispy golden fried chicken with crunchy coating,0.78,0.68,0.85,0.85,0.55,0.72,0.5,0.78
The feeling of crispy golden fried chicken with crunchy coating,0.742,0.701,0.84,0.87,0.537,0.755,0.5,0.791
Like crispy golden fried chicken with crunchy coating,0.786,0.654,0.863,0.81,0.549,0.701,0.5,0.792
Warm gooey chocolate lava cake oozing dark chocolate,0.85,0.22,0.25,0.92,0.42,0.78,0.5,0.65
Reminds me of warm gooey chocolate lava cake oozing dark chocolate,0.868,0.211,0.218,0.958,0.408,0.745,0.5,0.62
Sizzling hot fajitas with caramelized onions and peppers,0.88,0.62,0.65,0.82,0.72,0.78,0.5,0.82
Experience of sizzling hot fajitas with caramelized onions and peppers,0.882,0.606,0.665,0.835,0.75,0.743,0.5,0.809
Like sizzling hot fajitas with caramelized onions and peppers,0.914,0.637,0.672,0.8,0.685,0.741,0.5,0.81
The essence of sizzling hot fajitas with caramelized onions and peppers,0.912,0.604,0.624,0.792,0.715,0.745,0.5,0.823
Fresh baked bread with warm soft interior and crusty exterior,0.82,0.55,0.72,0.88,0.32,0.52,0.5,0.72
The feeling of fresh baked bread with warm soft interior and crusty exterior,0.839,0.573,0.715,0.892,0.325,0.559,0.5,0.751
Pure fresh baked bread with warm soft interior and crusty exterior,0.8,0.566,0.759,0.869,0.305,0.516,0.5,0.687
Cold creamy vanilla ice cream melting slowly,0.12,0.82,0.15,0.85,0.25,0.42,0.5,0.55
The essence of cold creamy vanilla ice cream melting slowly,0.143,0.816,0.17,0.838,0.245,0.396,0.5,0.568
Reminds me of cold creamy vanilla ice cream melting slowly,0.142,0.811,0.164,0.881,0.21,0.431,0.5,0.541
Refreshing chilled gazpacho with crisp vegetables,0.15,0.55,0.45,0.72,0.35,0.42,0.5,0.45
The feeling of refreshing chilled gazpacho with crisp vegetables,0.18,0.572,0.435,0.725,0.325,0.386,0.5,0.483
Pure refreshing chilled gazpacho with crisp vegetables,0.119,0.58,0.47,0.73,0.315,0.382,0.5,0.443
Icy cold raw oysters on a bed of crushed ice,0.08,0.65,0.35,0.62,0.28,0.55,0.5,0.25
The essence of icy cold raw oysters on a bed of crushed ice,0.114,0.658,0.361,0.649,0.26,0.523,0.5,0.238
The feeling of icy cold raw oysters on a bed of crushed ice,0.073,0.688,0.321,0.649,0.265,0.54,0.5,0.238
Fresh cool cucumber salad with light vinaigrette,0.22,0.68,0.35,0.72,0.25,0.28,0.5,0.42
Pure fresh cool cucumber salad with light vinaigrette,0.23,0.708,0.389,0.69,0.238,0.257,0.5,0.427
The essence of fresh cool cucumber salad with light vinaigrette,0.193,0.693,0.374,0.689,0.24,0.268,0.5,0.408
Fiery hot ghost pepper curry burning with intensity,0.95,0.45,0.52,0.55,0.88,0.98,0.5,0.92
Like fiery hot ghost pepper curry burning with intensity,0.95,0.41,0.552,0.529,0.875,0.976,0.5,0.942
Pure fiery hot ghost pepper curry burning with intensity,0.938,0.468,0.553,0.551,0.899,0.98,0.5,0.942
Pungent fermented kimchi with sharp tangy bite,0.35,0.45,0.65,0.58,0.62,0.78,0.5,0.72
The essence of pungent fermented kimchi with sharp tangy bite,0.318,0.453,0.644,0.614,0.648,0.756,0.5,0.748
Rich umami miso paste deep and complex,0.65,0.28,0.35,0.72,0.35,0.72,0.5,0.58
Pure rich umami miso paste deep and complex,0.645,0.306,0.313,0.691,0.314,0.74,0.5,0.554
The feeling of rich umami miso paste deep and complex,0.689,0.296,0.362,0.738,0.319,0.739,0.5,0.587
Silky smooth panna cotta with delicate wobble,0.42,0.78,0.08,0.82,0.18,0.35,0.5,0.55
The feeling of silky smooth panna cotta with delicate wobble,0.386,0.802,0.112,0.827,0.211,0.363,0.5,0.536
The essence of silky smooth panna cotta with delicate wobble,0.442,0.745,0.081,0.842,0.18,0.387,0.5,0.52
Experience of silky smooth panna cotta with delicate wobble,0.403,0.743,0.07,0.845,0.202,0.364,0.5,0.515
Crunchy granola clusters with toasted nuts,0.55,0.62,0.92,0.75,0.45,0.55,0.5,0.68
The feeling of crunchy granola clusters with toasted nuts,0.558,0.647,0.928,0.754,0.419,0.529,0.5,0.669
The essence of crunchy granola clusters with toasted nuts,0.535,0.603,0.931,0.738,0.416,0.554,0.5,0.668
Tender slow-cooked pulled pork falling apart,0.82,0.45,0.22,0.85,0.28,0.65,0.5,0.72
The feeling of tender slow-cooked pulled pork falling apart,0.838,0.479,0.19,0.865,0.304,0.629,0.5,0.758
Pure tender slow-cooked pulled pork falling apart,0.836,0.423,0.212,0.868,0.277,0.64,0.5,0.743
Full-bodied Cabernet with velvety tannins and dark fruit,0.72,0.22,0.28,0.75,0.35,0.78,0.5,0.72
Like full-bodied cabernet with velvety tannins and dark fruit,0.746,0.22,0.293,0.71,0.317,0.75,0.5,0.749
Pure full-bodied cabernet with velvety tannins and dark fruit,0.713,0.203,0.316,0.72,0.315,0.765,0.5,0.754
Light crisp Pinot Noir with bright cherry notes,0.52,0.58,0.25,0.78,0.42,0.48,0.5,0.65
Reminds me of light crisp pinot noir with bright cherry notes,0.553,0.546,0.214,0.805,0.415,0.443,0.5,0.669
Like light crisp pinot noir with bright cherry notes,0.552,0.6,0.267,0.806,0.401,0.468,0.5,0.618
Bold intense Shiraz with peppery spice and smoke,0.78,0.25,0.45,0.72,0.52,0.85,0.5,0.78
Pure bold intense shiraz with peppery spice and smoke,0.812,0.271,0.432,0.742,0.544,0.881,0.5,0.77
The essence of bold intense shiraz with peppery spice and smoke,0.749,0.264,0.458,0.709,0.516,0.812,0.5,0.769
Earthy rustic Chianti with rough tannins,0.62,0.35,0.72,0.65,0.38,0.62,0.5,0.68
Experience of earthy rustic chianti with rough tannins,0.646,0.346,0.706,0.683,0.397,0.603,0.5,0.692
The essence of earthy rustic chianti with rough tannins,0.594,0.332,0.717,0.614,0.393,0.652,0.5,0.671
Crisp refreshing Sauvignon Blanc with citrus zing,0.28,0.82,0.18,0.78,0.52,0.55,0.5,0.35
The feeling of crisp refreshing sauvignon blanc with citrus zing,0.24,0.86,0.168,0.751,0.483,0.516,0.5,0.315
The essence of crisp refreshing sauvignon blanc with citrus zing,0.315,0.834,0.152,0.772,0.502,0.556,0.5,0.31
Rich buttery Chardonnay with oak and vanilla,0.68,0.62,0.32,0.75,0.28,0.62,0.5,0.72
The essence of rich buttery chardonnay with oak and vanilla,0.684,0.655,0.347,0.735,0.305,0.648,0.5,0.683
The feeling of rich buttery chardonnay with oak and vanilla,0.676,0.588,0.356,0.729,0.24,0.634,0.5,0.728
Like rich buttery chardonnay with oak and vanilla,0.696,0.639,0.329,0.719,0.273,0.585,0.5,0.727
Light delicate Riesling with floral sweetness,0.45,0.78,0.12,0.82,0.25,0.38,0.5,0.52
Like light delicate riesling with floral sweetness,0.423,0.784,0.096,0.794,0.245,0.382,0.5,0.546
Reminds me of light delicate riesling with floral sweetness,0.461,0.811,0.12,0.815,0.243,0.395,0.5,0.484
Experience of light delicate riesling with floral sweetness,0.47,0.745,0.091,0.786,0.243,0.358,0.5,0.532
Bone dry Muscadet with mineral crispness,0.22,0.75,0.35,0.65,0.32,0.42,0.5,0.32
Pure bone dry muscadet with mineral crispness,0.256,0.743,0.374,0.678,0.335,0.382,0.5,0.323
Reminds me of bone dry muscadet with mineral crispness,0.256,0.788,0.339,0.653,0.343,0.404,0.5,0.307
Smooth aged whiskey with warm caramel and oak,0.85,0.42,0.22,0.78,0.35,0.72,0.5,0.82
The essence of smooth aged whiskey with warm caramel and oak,0.877,0.421,0.249,0.756,0.325,0.681,0.5,0.856
The feeling of smooth aged whiskey with warm caramel and oak,0.838,0.393,0.191,0.812,0.369,0.687,0.5,0.818
Bitter sharp espresso with dark roasted intensity,0.72,0.15,0.35,0.62,0.78,0.85,0.5,0.58
Like bitter sharp espresso with dark roasted intensity,0.711,0.186,0.36,0.66,0.788,0.85,0.5,0.544
Refreshing sparkling prosecco with light bubbles,0.35,0.82,0.28,0.82,0.55,0.42,0.5,0.48
The essence of refreshing sparkling prosecco with light bubbles,0.352,0.808,0.25,0.801,0.586,0.414,0.5,0.496
Experience of refreshing sparkling prosecco with light bubbles,0.368,0.836,0.316,0.854,0.567,0.446,0.5,0.485
Reminds me of refreshing sparkling prosecco with light bubbles,0.312,0.845,0.285,0.79,0.562,0.435,0.5,0.441
Warm amber base notes with vanilla and musk,0.88,0.42,0.32,0.78,0.28,0.72,0.5,0.82
Like warm amber base notes with vanilla and musk,0.867,0.415,0.282,0.801,0.244,0.733,0.5,0.841
Pure warm amber base notes with vanilla and musk,0.865,0.436,0.355,0.816,0.244,0.724,0.5,0.842
Spicy oriental perfume with cinnamon and cardamom,0.85,0.35,0.55,0.72,0.52,0.78,0.5,0.85
Like spicy oriental perfume with cinnamon and cardamom,0.813,0.311,0.515,0.754,0.527,0.764,0.5,0.868
The feeling of spicy oriental perfume with cinnamon and cardamom,0.841,0.357,0.567,0.709,0.515,0.8,0.5,0.846
Rich oud wood dark and mysterious,0.72,0.15,0.65,0.62,0.35,0.82,0.5,0.68
Reminds me of rich oud wood dark and mysterious,0.686,0.162,0.671,0.607,0.373,0.826,0.5,0.685
The feeling of rich oud wood dark and mysterious,0.681,0.142,0.651,0.598,0.32,0.801,0.5,0.641
Sweet gourmand fragrance with caramel and praline,0.78,0.52,0.25,0.85,0.32,0.65,0.5,0.78
The essence of sweet gourmand fragrance with caramel and praline,0.804,0.525,0.233,0.832,0.323,0.629,0.5,0.765
Like sweet gourmand fragrance with caramel and praline,0.805,0.55,0.261,0.879,0.283,0.613,0.5,0.804
Cool fresh aquatic top notes like ocean breeze,0.22,0.75,0.18,0.78,0.42,0.45,0.5,0.28
Like cool fresh aquatic top notes like ocean breeze,0.214,0.752,0.187,0.743,0.404,0.412,0.5,0.301
Crisp citrus burst of bergamot and lemon,0.35,0.88,0.25,0.82,0.62,0.58,0.5,0.55
Experience of crisp citrus burst of bergamot and lemon,0.364,0.855,0.241,0.787,0.653,0.588,0.5,0.519
Pure crisp citrus burst of bergamot and lemon,0.313,0.912,0.258,0.833,0.584,0.564,0.5,0.517
Like crisp citrus burst of bergamot and lemon,0.366,0.912,0.283,0.795,0.656,0.618,0.5,0.535
Clean ozonic scent like fresh mountain air,0.25,0.82,0.12,0.75,0.35,0.38,0.5,0.32
Like clean ozonic scent like fresh mountain air,0.273,0.794,0.155,0.769,0.322,0.389,0.5,0.353
Pure clean ozonic scent like fresh mountain air,0.26,0.788,0.145,0.746,0.359,0.361,0.5,0.306
Green grassy notes with cucumber and mint,0.32,0.72,0.28,0.72,0.38,0.42,0.5,0.42
Like green grassy notes with cucumber and mint,0.285,0.732,0.245,0.72,0.4,0.389,0.5,0.412
Pure green grassy notes with cucumber and mint,0.288,0.691,0.247,0.718,0.416,0.39,0.5,0.434
Experience of green grassy notes with cucumber and mint,0.321,0.72,0.297,0.741,0.351,0.382,0.5,0.402
Soft powdery rose petals delicate and romantic,0.55,0.72,0.15,0.85,0.22,0.45,0.5,0.68
Like soft powdery rose petals delicate and romantic,0.577,0.688,0.122,0.841,0.226,0.481,0.5,0.713
The essence of soft powdery rose petals delicate and romantic,0.573,0.709,0.179,0.851,0.257,0.465,0.5,0.689
The feeling of soft powdery rose petals delicate and romantic,0.55,0.709,0.174,0.823,0.258,0.412,0.5,0.706
Heady intoxicating jasmine heavy and sweet,0.65,0.55,0.28,0.78,0.55,0.78,0.5,0.62
Reminds me of heady intoxicating jasmine heavy and sweet,0.649,0.529,0.262,0.776,0.566,0.744,0.5,0.645
Experience of heady intoxicating jasmine heavy and sweet,0.666,0.572,0.273,0.81,0.578,0.781,0.5,0.616
Sharp green violet leaves crisp and vegetal,0.35,0.62,0.42,0.65,0.42,0.52,0.5,0.45
Experience of sharp green violet leaves crisp and vegetal,0.34,0.636,0.384,0.614,0.381,0.51,0.5,0.422
Like sharp green violet leaves crisp and vegetal,0.348,0.605,0.381,0.648,0.425,0.493,0.5,0.428
Sharp tailored suit with precise angular lines,0.38,0.55,0.35,0.68,0.42,0.65,0.92,0.5
The feeling of sharp tailored suit with precise angular lines,0.396,0.526,0.374,0.71,0.428,0.69,0.892,0.5
Experience of sharp tailored suit with precise angular lines,0.36,0.587,0.385,0.673,0.447,0.624,0.95,0.5
Crisp white cotton shirt perfectly pressed,0.42,0.92,0.28,0.72,0.32,0.45,0.85,0.5
The feeling of crisp white cotton shirt perfectly pressed,0.444,0.939,0.296,0.725,0.332,0.487,0.873,0.5
Experience of crisp white cotton shirt perfectly pressed,0.42,0.908,0.29,0.683,0.29,0.449,0.879,0.5
Sleek minimalist black dress clean silhouette,0.35,0.15,0.22,0.72,0.35,0.55,0.88,0.5
Like sleek minimalist black dress clean silhouette,0.318,0.124,0.203,0.74,0.327,0.579,0.911,0.5
The feeling of sleek minimalist black dress clean silhouette,0.367,0.117,0.183,0.692,0.333,0.576,0.867,0.5
Flowing bohemian maxi dress with soft drape,0.62,0.65,0.18,0.78,0.28,0.35,0.15,0.5
Reminds me of flowing bohemian maxi dress with soft drape,0.602,0.677,0.161,0.777,0.304,0.325,0.124,0.5
Cozy oversized cashmere sweater soft and warm,0.82,0.55,0.12,0.88,0.15,0.32,0.22,0.5
Experience of cozy oversized cashmere sweater soft and warm,0.795,0.579,0.132,0.901,0.163,0.294,0.216,0.5
The essence of cozy oversized cashmere sweater soft and warm,0.825,0.526,0.127,0.857,0.115,0.346,0.183,0.5
Pure cozy oversized cashmere sweater soft and warm,0.8,0.551,0.11,0.911,0.126,0.349,0.213,0.5
Delicate silk chiffon blouse ethereal and light,0.48,0.78,0.08,0.82,0.22,0.28,0.18,0.5
Like delicate silk chiffon blouse ethereal and light,0.453,0.789,0.066,0.799,0.26,0.268,0.183,0.5
The feeling of delicate silk chiffon blouse ethereal and light,0.519,0.748,0.054,0.84,0.202,0.304,0.218,0.5
Distressed leather jacket worn and rugged,0.55,0.32,0.82,0.65,0.55,0.72,0.45,0.5
Reminds me of distressed leather jacket worn and rugged,0.544,0.309,0.822,0.628,0.581,0.714,0.488,0.5
Pure distressed leather jacket worn and rugged,0.588,0.358,0.82,0.611,0.524,0.733,0.484,0.5
Ripped raw denim jeans with frayed edges,0.48,0.52,0.85,0.62,0.48,0.58,0.35,0.5
Pure ripped raw denim jeans with frayed edges,0.472,0.484,0.88,0.648,0.506,0.566,0.352,0.5
The essence of ripped raw denim jeans with frayed edges,0.469,0.542,0.877,0.606,0.463,0.598,0.348,0.5
Heavy chunky knit cable sweater textured wool,0.78,0.45,0.78,0.75,0.22,0.55,0.55,0.5
The feeling of heavy chunky knit cable sweater textured wool,0.768,0.485,0.813,0.746,0.234,0.52,0.559,0.5
Pure heavy chunky knit cable sweater textured wool,0.786,0.435,0.76,0.756,0.237,0.535,0.532,0.5
Vibrant coral summer dress bright and cheerful,0.68,0.82,0.28,0.88,0.55,0.62,0.5,0.78
Experience of vibrant coral summer dress bright and cheerful,0.703,0.833,0.301,0.914,0.569,0.635,0.5,0.77
Like vibrant coral summer dress bright and cheerful,0.687,0.816,0.285,0.893,0.549,0.658,0.5,0.772
The essence of vibrant coral summer dress bright and cheerful,0.714,0.84,0.256,0.854,0.538,0.659,0.5,0.747
Deep navy velvet gown rich and luxurious,0.45,0.22,0.25,0.78,0.28,0.72,0.5,0.25
The feeling of deep navy velvet gown rich and luxurious,0.479,0.186,0.279,0.76,0.311,0.735,0.5,0.239
Experience of deep navy velvet gown rich and luxurious,0.489,0.182,0.237,0.787,0.302,0.71,0.5,0.284
Shimmering gold sequin top glamorous sparkle,0.72,0.92,0.55,0.85,0.72,0.78,0.5,0.82
The feeling of shimmering gold sequin top glamorous sparkle,0.694,0.899,0.51,0.843,0.727,0.768,0.5,0.803
Experience of shimmering gold sequin top glamorous sparkle,0.73,0.889,0.523,0.875,0.759,0.817,0.5,0.805
The essence of shimmering gold sequin top glamorous sparkle,0.716,0.924,0.582,0.856,0.723,0.767,0.5,0.829
Cozy hygge living room with soft throws and candles,0.88,0.35,0.55,0.92,0.15,0.42,0.28,0.78
The feeling of cozy hygge living room with soft throws and candles,0.847,0.321,0.542,0.897,0.178,0.433,0.301,0.792
Like cozy hygge living room with soft throws and candles,0.899,0.326,0.513,0.942,0.122,0.388,0.319,0.749
The essence of cozy hygge living room with soft throws and candles,0.877,0.322,0.551,0.931,0.174,0.447,0.248,0.794
Rustic farmhouse kitchen with wooden beams and copper pots,0.78,0.55,0.72,0.82,0.28,0.52,0.35,0.72
Experience of rustic farmhouse kitchen with wooden beams and copper pots,0.81,0.545,0.735,0.784,0.266,0.488,0.341,0.711
Like rustic farmhouse kitchen with wooden beams and copper pots,0.782,0.516,0.744,0.817,0.294,0.549,0.337,0.727
Warm Mediterranean villa with terracotta tiles and ochre walls,0.85,0.72,0.65,0.85,0.35,0.58,0.42,0.82
Pure warm mediterranean villa with terracotta tiles and ochre walls,0.82,0.682,0.644,0.822,0.312,0.589,0.391,0.785
The essence of warm mediterranean villa with terracotta tiles and ochre walls,0.832,0.717,0.62,0.824,0.355,0.565,0.456,0.85
Like warm mediterranean villa with terracotta tiles and ochre walls,0.844,0.746,0.649,0.846,0.389,0.606,0.391,0.831
Sleek minimalist apartment with white walls and clean lines,0.35,0.92,0.12,0.68,0.22,0.38,0.95,0.5
The essence of sleek minimalist apartment with white walls and clean lines,0.376,0.92,0.148,0.661,0.201,0.363,0.925,0.5
Pure sleek minimalist apartment with white walls and clean lines,0.374,0.899,0.096,0.66,0.244,0.395,0.96,0.5
Experience of sleek minimalist apartment with white walls and clean lines,0.322,0.947,0.102,0.652,0.201,0.411,0.976,0.5
Modern Scandinavian bedroom light wood and neutral tones,0.55,0.82,0.28,0.78,0.18,0.35,0.78,0.55
Like modern scandinavian bedroom light wood and neutral tones,0.566,0.84,0.268,0.82,0.176,0.38,0.814,0.548
Contemporary open concept loft with concrete and glass,0.32,0.75,0.45,0.65,0.35,0.52,0.88,0.5
Pure contemporary open concept loft with concrete and glass,0.321,0.762,0.468,0.674,0.339,0.539,0.858,0.5
Reminds me of contemporary open concept loft with concrete and glass,0.359,0.758,0.43,0.621,0.338,0.521,0.878,0.5
Experience of contemporary open concept loft with concrete and glass,0.354,0.787,0.441,0.657,0.369,0.495,0.86,0.5
Raw industrial warehouse with exposed brick and steel,0.42,0.45,0.85,0.55,0.42,0.68,0.72,0.55
Pure raw industrial warehouse with exposed brick and steel,0.432,0.433,0.873,0.566,0.422,0.676,0.742,0.577
Like raw industrial warehouse with exposed brick and steel,0.428,0.488,0.839,0.518,0.4,0.699,0.699,0.53
Stark brutalist interior with bare concrete surfaces,0.25,0.52,0.78,0.35,0.32,0.72,0.88,0.5
The essence of stark brutalist interior with bare concrete surfaces,0.259,0.513,0.769,0.333,0.329,0.707,0.843,0.5
Like stark brutalist interior with bare concrete surfaces,0.251,0.558,0.779,0.371,0.29,0.724,0.894,0.5
The feeling of stark brutalist interior with bare concrete surfaces,0.256,0.535,0.782,0.388,0.35,0.696,0.864,0.5
Opulent baroque parlor with gilded mirrors and velvet,0.72,0.55,0.65,0.78,0.42,0.82,0.45,0.78
Experience of opulent baroque parlor with gilded mirrors and velvet,0.707,0.577,0.615,0.804,0.421,0.836,0.456,0.8
The essence of opulent baroque parlor with gilded mirrors and velvet,0.708,0.511,0.682,0.757,0.409,0.806,0.448,0.769
The feeling of opulent baroque parlor with gilded mirrors and velvet,0.71,0.549,0.68,0.782,0.426,0.851,0.455,0.802
Glamorous Art Deco lounge with gold and black accents,0.65,0.58,0.42,0.82,0.52,0.75,0.85,0.78
The essence of glamorous art deco lounge with gold and black accents,0.666,0.593,0.457,0.838,0.49,0.756,0.868,0.777
The feeling of glamorous art deco lounge with gold and black accents,0.65,0.563,0.427,0.804,0.521,0.746,0.884,0.805
Experience of glamorous art deco lounge with gold and black accents,0.66,0.605,0.416,0.812,0.535,0.715,0.82,0.767
Classic film noir with shadowy cinematography and rain,0.28,0.15,0.55,0.32,0.55,0.72,0.65,0.35
Reminds me of classic film noir with shadowy cinematography and rain,0.309,0.173,0.549,0.321,0.516,0.734,0.646,0.347
Like classic film noir with shadowy cinematography and rain,0.262,0.143,0.521,0.31,0.569,0.687,0.634,0.367
Gritty crime thriller dark alleyways and neon,0.38,0.28,0.68,0.28,0.72,0.82,0.55,0.5
Reminds me of gritty crime thriller dark alleyways and neon,0.367,0.283,0.67,0.273,0.681,0.85,0.583,0.5
Pure gritty crime thriller dark alleyways and neon,0.355,0.302,0.668,0.242,0.724,0.803,0.534,0.5
Atmospheric horror with creeping dread and shadows,0.22,0.12,0.62,0.12,0.68,0.78,0.5,0.32
Experience of atmospheric horror with creeping dread and shadows,0.233,0.123,0.658,0.106,0.674,0.789,0.5,0.334
The essence of atmospheric horror with creeping dread and shadows,0.212,0.154,0.605,0.127,0.679,0.767,0.5,0.329
Like atmospheric horror with creeping dread and shadows,0.18,0.112,0.627,0.149,0.695,0.796,0.5,0.343
Vibrant Wes Anderson palette pastel symmetry,0.58,0.78,0.25,0.75,0.42,0.55,0.92,0.68
The feeling of vibrant wes anderson palette pastel symmetry,0.569,0.782,0.229,0.786,0.437,0.582,0.881,0.696
Pure vibrant wes anderson palette pastel symmetry,0.575,0.761,0.238,0.741,0.424,0.555,0.884,0.677
Colorful Bollywood musical bright costumes and dancing,0.75,0.88,0.45,0.92,0.88,0.85,0.5,0.78
Like colorful bollywood musical bright costumes and dancing,0.734,0.853,0.421,0.939,0.897,0.884,0.5,0.781
Experience of colorful bollywood musical bright costumes and dancing,0.728,0.894,0.435,0.959,0.896,0.822,0.5,0.774
Saturated neon-soaked cyberpunk aesthetic,0.48,0.72,0.52,0.55,0.72,0.82,0.78,0.55
Like saturated neon-soaked cyberpunk aesthetic,0.507,0.727,0.528,0.588,0.687,0.821,0.766,0.561
The feeling of saturated neon-soaked cyberpunk aesthetic,0.475,0.712,0.547,0.537,0.697,0.781,0.768,0.511
Soft handheld documentary intimate and raw,0.55,0.52,0.58,0.55,0.35,0.48,0.22,0.5
Reminds me of soft handheld documentary intimate and raw,0.51,0.559,0.599,0.571,0.317,0.474,0.191,0.5
Golden hour magic realism warm nostalgic glow,0.82,0.68,0.28,0.85,0.28,0.55,0.5,0.85
The feeling of golden hour magic realism warm nostalgic glow,0.809,0.665,0.244,0.843,0.295,0.54,0.5,0.855
Bleak social realism grey urban landscapes,0.32,0.42,0.62,0.25,0.32,0.55,0.55,0.42
Like bleak social realism grey urban landscapes,0.33,0.387,0.592,0.247,0.342,0.527,0.525,0.447
Experience of bleak social realism grey urban landscapes,0.352,0.395,0.621,0.277,0.315,0.565,0.514,0.415
Dark Souls oppressive gothic ruins and despair,0.25,0.18,0.82,0.15,0.58,0.85,0.55,0.35
Experience of dark souls oppressive gothic ruins and despair,0.238,0.217,0.86,0.178,0.562,0.867,0.52,0.374
The feeling of dark souls oppressive gothic ruins and despair,0.276,0.141,0.824,0.174,0.602,0.878,0.52,0.365
Silent Hill foggy psychological horror distorted,0.32,0.22,0.72,0.08,0.72,0.82,0.28,0.5
Experience of silent hill foggy psychological horror distorted,0.358,0.248,0.751,0.08,0.693,0.84,0.241,0.5
The feeling of silent hill foggy psychological horror distorted,0.325,0.187,0.757,0.102,0.731,0.836,0.297,0.5
Reminds me of silent hill foggy psychological horror distorted,0.326,0.182,0.739,0.053,0.694,0.827,0.26,0.5
Limbo stark black and white silhouette platformer,0.28,0.35,0.42,0.32,0.42,0.58,0.55,0.45
Pure limbo stark black and white silhouette platformer,0.283,0.348,0.442,0.338,0.405,0.587,0.587,0.472
Like limbo stark black and white silhouette platformer,0.26,0.33,0.382,0.331,0.404,0.569,0.555,0.412
Nintendo vibrant cel-shaded cartoon world,0.68,0.92,0.25,0.92,0.65,0.55,0.45,0.68
Like nintendo vibrant cel-shaded cartoon world,0.676,0.933,0.254,0.921,0.684,0.586,0.477,0.668
Experience of nintendo vibrant cel-shaded cartoon world,0.691,0.917,0.246,0.944,0.657,0.56,0.432,0.693
Pure nintendo vibrant cel-shaded cartoon world,0.692,0.923,0.233,0.918,0.667,0.589,0.47,0.682
Colorful indie puzzle game cheerful and whimsical,0.62,0.85,0.22,0.88,0.45,0.42,0.55,0.62
The essence of colorful indie puzzle game cheerful and whimsical,0.607,0.812,0.212,0.846,0.459,0.401,0.566,0.642
The feeling of colorful indie puzzle game cheerful and whimsical,0.635,0.884,0.251,0.906,0.423,0.401,0.544,0.659
Sunny open world adventure lush green landscapes,0.65,0.82,0.45,0.85,0.52,0.48,0.28,0.58
Reminds me of sunny open world adventure lush green landscapes,0.684,0.799,0.454,0.863,0.495,0.458,0.299,0.541
The feeling of sunny open world adventure lush green landscapes,0.638,0.844,0.47,0.832,0.513,0.48,0.249,0.618
Photorealistic military shooter gritty and tactical,0.42,0.48,0.72,0.38,0.78,0.85,0.65,0.5
The feeling of photorealistic military shooter gritty and tactical,0.455,0.514,0.708,0.375,0.815,0.886,0.69,0.5
The essence of photorealistic military shooter gritty and tactical,0.441,0.467,0.715,0.404,0.784,0.879,0.651,0.5
Post-apocalyptic wasteland brown and desolate,0.45,0.42,0.78,0.22,0.42,0.65,0.35,0.55
The feeling of post-apocalyptic wasteland brown and desolate,0.489,0.448,0.745,0.25,0.444,0.686,0.365,0.544
Like post-apocalyptic wasteland brown and desolate,0.481,0.423,0.805,0.198,0.423,0.667,0.372,0.556
Cyberpunk dystopia neon rain and chrome,0.42,0.55,0.58,0.42,0.68,0.78,0.78,0.52
Reminds me of cyberpunk dystopia neon rain and chrome,0.431,0.554,0.569,0.451,0.665,0.774,0.765,0.5
Experience of cyberpunk dystopia neon rain and chrome,0.438,0.539,0.554,0.394,0.673,0.746,0.76,0.489
Pure cyberpunk dystopia neon rain and chrome,0.383,0.574,0.568,0.455,0.701,0.811,0.789,0.529
Renaissance oil painting rich golden chiaroscuro,0.72,0.45,0.55,0.72,0.32,0.68,0.55,0.75
Reminds me of renaissance oil painting rich golden chiaroscuro,0.739,0.433,0.545,0.701,0.354,0.667,0.514,0.763
Like renaissance oil painting rich golden chiaroscuro,0.731,0.49,0.55,0.708,0.32,0.703,0.535,0.788
Experience of renaissance oil painting rich golden chiaroscuro,0.731,0.461,0.518,0.723,0.342,0.647,0.568,0.767
Baroque dramatic lighting intense shadows and gold,0.68,0.38,0.62,0.65,0.55,0.82,0.48,0.72
Like baroque dramatic lighting intense shadows and gold,0.68,0.389,0.6,0.639,0.563,0.842,0.478,0.719
The feeling of baroque dramatic lighting intense shadows and gold,0.706,0.398,0.608,0.67,0.556,0.794,0.516,0.686
Dutch masters still life warm candlelit realism,0.75,0.35,0.58,0.68,0.22,0.55,0.5,0.72
Experience of dutch masters still life warm candlelit realism,0.756,0.366,0.592,0.664,0.227,0.524,0.5,0.752
Reminds me of dutch masters still life warm candlelit realism,0.737,0.32,0.618,0.672,0.219,0.56,0.5,0.745
Pure dutch masters still life warm candlelit realism,0.758,0.375,0.592,0.672,0.201,0.557,0.5,0.714
Impressionist soft dappled light garden scene,0.62,0.78,0.35,0.82,0.28,0.42,0.18,0.65
Reminds me of impressionist soft dappled light garden scene,0.655,0.791,0.321,0.854,0.289,0.449,0.185,0.635
