text,warmth,brightness,texture,valence,arousal,intensity,geometry,color_temperature
reminds me of quiet library at midnight sensation,0.55,0.3,0.4,0.65,0.1,0.35,0.7,0.5
barely cool mint green,0.6000000000000001,0.5,0.5,0.4999999999999999,0.5,0.5,0.5,0.45
somewhat fiery orange flames,0.85,0.65,0.5,0.5,0.5,0.75,0.5,0.88
mind-blowing revelation energy,0.5,0.5,0.5,0.75,0.85,0.88,0.5,0.5
fiery orange flames atmosphere,0.95,0.75,0.5,0.5,0.5,0.85,0.5,0.98
pure frosted glass blue sensation,0.25,0.6,0.3,0.5,0.5,0.5,0.5,0.18
very jagged broken glass,0.5,0.5,1.0,0.0,0.5,0.95,1.0,0.5
absolute smooth velvet cushion energy,0.7,0.5,0.1,0.8,0.5,0.5,0.5,0.5
baby skin soft vibes,0.75,0.5,0.1,0.85,0.5,0.5,0.5,0.5
evokes adrenaline rush,0.5,0.5,0.5,0.7,0.92,0.88,0.5,0.5
absolute gentle nudge vibes,0.6,0.5,0.5,0.65,0.5,0.2,0.5,0.5
gloomy overcast sky energy,0.5,0.25,0.5,0.35,0.25,0.5,0.5,0.35
extremely children laughing in summer sunshine,1.0,1.0,0.0499999999999999,1.0,1.0,0.9,0.0,1.0
pure profound emotional weight energy,0.5,0.5,0.5,0.35,0.45,0.9,0.5,0.5
intensely steaming hot bath,1.0,0.5,0.0,1.0,0.0,0.5,0.5,0.5
experiencing rough sandpaper grating energy,0.5,0.5,0.95,0.25,0.5,0.6,0.5,0.5
bitter resentment sensation,0.35,0.5,0.65,0.15,0.5,0.7,0.5,0.5
experiencing dim candle flicker vibes,0.75,0.18,0.5,0.5,0.25,0.5,0.5,0.8
icy blue winter atmosphere,0.08,0.65,0.5,0.5,0.5,0.5,0.5,0.05
pure jagged mountain peaks,0.5,0.5,0.7,0.5,0.5,0.7,0.85,0.5
the feeling of subtle hint,0.5,0.5,0.5,0.5,0.25,0.12,0.5,0.5
lonely vigil by candlelight energy,0.7,0.18,0.3,0.35,0.15,0.7,0.4,0.75
ice cold glacier sensation,0.05,0.75,0.5,0.5,0.5,0.5,0.5,0.05
like gnawing anxiety energy,0.5,0.5,0.65,0.18,0.8,0.75,0.5,0.5
very delicate touch,0.8,0.5,0.0,0.85,0.5,0.0,0.5,0.5
evokes mild sensation,0.5,0.5,0.5,0.5,0.3,0.2,0.5,0.5
reminds me of meditative stillness,0.55,0.5,0.5,0.75,0.05,0.2,0.5,0.5
overwhelming power vibes,0.5,0.5,0.5,0.5,0.8,0.95,0.5,0.5
the feeling of copper metallic sheen,0.65,0.65,0.35,0.5,0.5,0.5,0.5,0.8
total peaceful rest,0.5,0.5,0.5,0.75,0.08,0.2,0.5,0.5
pure cozy warm blanket,0.85,0.5,0.2,0.85,0.15,0.5,0.5,0.5
intensely quiet library at midnight,0.75,0.0999999999999999,0.2,0.8500000000000001,0.0,0.1499999999999999,0.8999999999999999,0.5
pure undulating waves,0.5,0.5,0.25,0.5,0.4,0.5,0.1,0.5
evokes profound sadness energy,0.5,0.2,0.5,0.1,0.25,0.8,0.5,0.5
evokes neon-lit cyberpunk city feeling,0.5,0.8,0.55,0.55,0.85,0.8,0.85,0.55
experiencing gentle rolling hills feeling,0.55,0.5,0.5,0.75,0.5,0.5,0.15,0.5
thundering crescendo atmosphere,0.5,0.65,0.5,0.5,0.9,0.9,0.5,0.5
barely blinding white light,0.5,0.78,0.5,0.5,0.4999999999999999,0.7,0.5,0.5
intensely mind-blowing revelation,0.5,0.5,0.5,0.95,1.0,1.0,0.5,0.5
the feeling of adrenaline rush energy,0.5,0.5,0.5,0.7,0.92,0.88,0.5,0.5
total baby skin soft,0.75,0.5,0.1,0.85,0.5,0.5,0.5,0.5
pure quiet library at midnight,0.55,0.3,0.4,0.65,0.1,0.35,0.7,0.5
somewhat cold stone floor,0.28,0.55,0.45,0.5,0.5,0.5,0.6,0.5
the feeling of cracked dry earth sensation,0.6,0.65,0.82,0.35,0.5,0.5,0.5,0.5
gleaming white marble atmosphere,0.5,0.88,0.1,0.5,0.5,0.5,0.7,0.4
mild spring day feeling,0.55,0.7,0.5,0.75,0.4,0.5,0.5,0.5
absolute bright sunny day energy,0.8,0.9,0.5,0.85,0.5,0.5,0.5,0.75
pure luminous screen glow vibes,0.5,0.8,0.5,0.5,0.5,0.5,0.8,0.4
slightly buttery smooth cream,0.4499999999999999,0.5,0.25,0.6,0.5,0.5,0.5,0.5
absolute panicked alarm feeling,0.5,0.5,0.5,0.15,0.95,0.9,0.5,0.5
like serene calm vibes,0.5,0.5,0.5,0.8,0.08,0.2,0.5,0.5
somewhat sleek polished metal,0.5,0.6,0.22,0.5,0.5,0.5,0.65,0.4
total buttery smooth cream vibes,0.6,0.5,0.1,0.75,0.5,0.5,0.5,0.5
absolute profound emotional weight atmosphere,0.5,0.5,0.5,0.35,0.45,0.9,0.5,0.5
ecstatic euphoria atmosphere,0.5,0.5,0.5,0.95,0.9,0.85,0.5,0.5
the feeling of silk flowing like water,0.6,0.5,0.05,0.8,0.5,0.5,0.15,0.5
drooping willow branches energy,0.5,0.5,0.5,0.6,0.2,0.5,0.15,0.5
evokes dazzling snow field,0.1,0.95,0.3,0.5,0.5,0.5,0.5,0.15
somewhat foggy forest at dawn,0.55,0.5,0.4499999999999999,0.55,0.35,0.5,0.4499999999999999,0.55
silk flowing like water vibes,0.6,0.5,0.05,0.8,0.5,0.5,0.15,0.5
the feeling of buttery smooth cream,0.6,0.5,0.1,0.75,0.5,0.5,0.5,0.5
evokes pure ecstatic joy energy,0.8,0.85,0.5,0.98,0.85,0.5,0.5,0.5
slightly sleepy afternoon,0.4499999999999999,0.4,0.5,0.5,0.27,0.5,0.5,0.5
dusky twilight hour atmosphere,0.55,0.25,0.5,0.6,0.3,0.5,0.5,0.5
evokes gentle morning light sensation,0.65,0.6,0.5,0.75,0.35,0.5,0.5,0.5
crushing pressure sensation,0.5,0.5,0.5,0.2,0.7,0.92,0.5,0.5
wedding ceremony at golden hour atmosphere,0.85,0.75,0.25,0.95,0.65,0.75,0.45,0.88
balanced composition sensation,0.5,0.5,0.5,0.65,0.5,0.5,0.5,0.5
slightly drooping willow branches,0.5,0.5,0.5,0.4499999999999999,0.35,0.5,0.3,0.5
extremely gentle nudge,0.85,0.5,0.5,0.9,0.5,0.0,0.5,0.5
tropical beach at sunset energy,0.9,0.75,0.4,0.92,0.45,0.6,0.2,0.9
like sleepy afternoon,0.6,0.55,0.5,0.65,0.12,0.5,0.5,0.5
experiencing wedding ceremony at golden hour sensation,0.85,0.75,0.25,0.95,0.65,0.75,0.45,0.88
reminds me of soft diffused light,0.5,0.55,0.2,0.7,0.5,0.35,0.5,0.5
absolute liquid mercury flowing vibes,0.5,0.75,0.08,0.5,0.5,0.5,0.2,0.5
electric anticipation energy,0.5,0.5,0.5,0.75,0.88,0.8,0.5,0.5
extremely cold emptiness,0.0,0.5,0.5,0.0,0.5,0.85,0.5,0.5
barely earth-shattering revelation,0.5,0.4999999999999999,0.5,0.5,0.6000000000000001,0.75,0.5,0.5
extremely rough tree bark,0.5,0.5,1.0,0.5,0.5,0.5,0.8,0.5
slightly spiky cactus needles,0.5,0.5,0.75,0.4,0.5,0.5,0.7,0.5
absolute cold emptiness atmosphere,0.15,0.5,0.5,0.12,0.5,0.6,0.5,0.5
experiencing quiet library at midnight,0.55,0.3,0.4,0.65,0.1,0.35,0.7,0.5
absolute cherry blossoms in spring,0.7,0.8,0.25,0.9,0.4,0.5,0.2,0.68
experiencing triumphant victory vibes,0.5,0.8,0.5,0.92,0.9,0.85,0.5,0.5
barely amber firelight,0.7,0.6000000000000001,0.5,0.6000000000000001,0.5,0.5,0.5,0.72
absolute bittersweet memory energy,0.55,0.5,0.5,0.45,0.3,0.65,0.5,0.5
evokes gentle morning light,0.65,0.6,0.5,0.75,0.35,0.5,0.5,0.5
intensely swirling cloud patterns,0.5,0.8500000000000001,0.0499999999999999,0.5,0.5,0.5,0.0,0.5
somewhat stoic acceptance,0.5,0.5,0.5,0.5,0.35,0.45,0.5,0.5
extremely electric anticipation,0.5,0.5,0.5,1.0,1.0,1.0,0.5,0.5
evokes wedding ceremony at golden hour energy,0.85,0.75,0.25,0.95,0.65,0.75,0.45,0.88
intense concentration atmosphere,0.5,0.5,0.5,0.6,0.75,0.8,0.5,0.5
the feeling of frigid winter night,0.05,0.15,0.5,0.5,0.2,0.5,0.5,0.08
peaceful contentment atmosphere,0.7,0.5,0.5,0.85,0.15,0.4,0.5,0.5
total quiet contemplation,0.5,0.5,0.5,0.65,0.15,0.3,0.5,0.5
like polar white ice,0.05,0.85,0.45,0.5,0.5,0.5,0.5,0.08
the feeling of murky underwater depths vibes,0.5,0.12,0.55,0.35,0.5,0.5,0.5,0.3
the feeling of brutalist concrete blocks,0.3,0.5,0.75,0.35,0.5,0.5,0.92,0.5
evokes steady presence sensation,0.5,0.5,0.5,0.6,0.45,0.55,0.5,0.5
total meandering river path vibes,0.5,0.5,0.3,0.7,0.5,0.5,0.1,0.5
reminds me of bittersweet memory,0.55,0.5,0.5,0.45,0.3,0.65,0.5,0.5
total utter hopelessness,0.5,0.15,0.5,0.05,0.5,0.85,0.5,0.5
like jagged mountain peaks sensation,0.5,0.5,0.7,0.5,0.5,0.7,0.85,0.5
absolute hot summer afternoon energy,0.9,0.9,0.5,0.7,0.5,0.5,0.5,0.85
total complex ambivalence atmosphere,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5
slightly frosty window pane,0.27,0.4499999999999999,0.6,0.5,0.5,0.5,0.5,0.3
evokes cozy cabin in the mountains feeling,0.85,0.45,0.45,0.88,0.2,0.45,0.4,0.8
moderate force vibes,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
sleek polished metal atmosphere,0.5,0.7,0.12,0.5,0.5,0.5,0.75,0.3
experiencing pure ecstatic joy,0.8,0.85,0.5,0.98,0.85,0.5,0.5,0.5
pure barely perceptible sensation,0.5,0.5,0.5,0.5,0.15,0.08,0.5,0.5
pure satin sheets gliding,0.65,0.5,0.08,0.85,0.3,0.5,0.5,0.5
very gentle breeze,0.5,0.5,0.15,0.85,0.1,0.0,0.5,0.5
crystalline facets energy,0.5,0.75,0.45,0.5,0.5,0.5,0.9,0.5
pure crushing despair,0.5,0.15,0.5,0.02,0.4,0.95,0.5,0.5
sleepy afternoon sensation,0.6,0.55,0.5,0.65,0.12,0.5,0.5,0.5
thunderstorm over mountains feeling,0.4,0.25,0.65,0.35,0.85,0.92,0.55,0.38
the feeling of stoic acceptance,0.5,0.5,0.5,0.5,0.25,0.55,0.5,0.5
frigid winter night sensation,0.05,0.15,0.5,0.5,0.2,0.5,0.5,0.08
experiencing gritty sand beach feeling,0.7,0.75,0.8,0.5,0.5,0.5,0.5,0.5
experiencing slight movement,0.5,0.5,0.5,0.5,0.25,0.15,0.5,0.5
soft cotton clouds vibes,0.5,0.8,0.15,0.75,0.5,0.5,0.5,0.5
barely murky underwater depths,0.5,0.32,0.35,0.55,0.5,0.5,0.5,0.5
the feeling of manic energy surge vibes,0.5,0.75,0.5,0.5,0.95,0.9,0.5,0.5
pure gloomy overcast sky,0.5,0.25,0.5,0.35,0.25,0.5,0.5,0.35
all-consuming passion energy,0.85,0.5,0.5,0.8,0.85,0.92,0.5,0.5
like heartwarming kindness vibes,0.85,0.5,0.5,0.88,0.5,0.55,0.5,0.5
absolute freezing arctic tundra,0.02,0.7,0.5,0.5,0.5,0.7,0.5,0.05
evokes heart-pounding terror feeling,0.5,0.5,0.5,0.08,0.98,0.95,0.5,0.5
like rustic autumn leaves sensation,0.7,0.5,0.5,0.7,0.5,0.5,0.5,0.85
total wistful longing atmosphere,0.5,0.5,0.5,0.42,0.3,0.65,0.5,0.5
gentle morning light sensation,0.65,0.6,0.5,0.75,0.35,0.5,0.5,0.5
absolute blinding white light feeling,0.5,0.98,0.5,0.5,0.7,0.9,0.5,0.5
evokes frigid winter night,0.05,0.15,0.5,0.5,0.2,0.5,0.5,0.08
the feeling of overwhelming power atmosphere,0.5,0.5,0.5,0.5,0.8,0.95,0.5,0.5
pure scorching hot desert sun,0.98,0.95,0.5,0.5,0.5,0.8,0.5,0.95
absolute mixed angular and curved,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
experiencing devastating impact sensation,0.5,0.5,0.75,0.1,0.5,0.95,0.5,0.5
experiencing intense concentration feeling,0.5,0.5,0.5,0.6,0.75,0.8,0.5,0.5
evokes crackling fireplace on winter evening sensation,0.95,0.35,0.5,0.9,0.25,0.55,0.35,0.92
evokes complex ambivalence vibes,0.5,0.5,0.5,0.5,0.45,0.5,0.5,0.5
reminds me of cherry blossoms in spring atmosphere,0.7,0.8,0.25,0.9,0.4,0.5,0.2,0.68
reminds me of deep shadows,0.5,0.1,0.5,0.35,0.5,0.55,0.5,0.5
pure funeral in the rain,0.3,0.25,0.45,0.08,0.3,0.85,0.55,0.35
total gritty sand beach sensation,0.7,0.75,0.8,0.5,0.5,0.5,0.5,0.5
evokes pure ecstatic joy atmosphere,0.8,0.85,0.5,0.98,0.85,0.5,0.5,0.5
the feeling of serene calm feeling,0.5,0.5,0.5,0.8,0.08,0.2,0.5,0.5
evokes balanced composition feeling,0.5,0.5,0.5,0.65,0.5,0.5,0.5,0.5
experiencing overwhelming power,0.5,0.5,0.5,0.5,0.8,0.95,0.5,0.5
experiencing pure delight energy,0.5,0.8,0.5,0.9,0.75,0.5,0.5,0.5
experiencing frozen lake under northern lights vibes,0.08,0.55,0.35,0.75,0.5,0.8,0.35,0.15
like mild sensation sensation,0.5,0.5,0.5,0.5,0.3,0.2,0.5,0.5
profound emotional weight atmosphere,0.5,0.5,0.5,0.35,0.45,0.9,0.5,0.5
slightly gnawing anxiety,0.5,0.5,0.5,0.3299999999999999,0.65,0.6,0.5,0.5
pure quiet contemplation sensation,0.5,0.5,0.5,0.65,0.15,0.3,0.5,0.5
the feeling of cubist fragmentation feeling,0.5,0.5,0.55,0.5,0.55,0.5,0.92,0.5
somewhat sleepy afternoon,0.5,0.45,0.5,0.55,0.22,0.5,0.5,0.5
experiencing warm fireplace glow,0.88,0.35,0.5,0.85,0.5,0.5,0.5,0.85
very heartwarming kindness,1.0,0.5,0.5,1.0,0.5,0.7000000000000001,0.5,0.5
smooth velvet cushion feeling,0.7,0.5,0.1,0.8,0.5,0.5,0.5,0.5
soft natural forms feeling,0.6,0.5,0.3,0.75,0.5,0.5,0.12,0.5
total ice cold glacier,0.05,0.75,0.5,0.5,0.5,0.5,0.5,0.05
total devastating impact atmosphere,0.5,0.5,0.75,0.1,0.5,0.95,0.5,0.5
total copper metallic sheen,0.65,0.65,0.35,0.5,0.5,0.5,0.5,0.8
very gritty sand beach,0.85,0.9,0.95,0.5,0.5,0.5,0.5,0.5
foggy forest at dawn energy,0.45,0.4,0.35,0.65,0.25,0.5,0.35,0.45
total cracked dry earth,0.6,0.65,0.82,0.35,0.5,0.5,0.5,0.5
like gentle nudge feeling,0.6,0.5,0.5,0.65,0.5,0.2,0.5,0.5
slightly swirling cloud patterns,0.5,0.5,0.4,0.5,0.5,0.5,0.27,0.5
evokes gentle rolling hills energy,0.55,0.5,0.5,0.75,0.5,0.5,0.15,0.5
absolute frenzied chaos feeling,0.5,0.5,0.75,0.4,0.95,0.9,0.5,0.5
experiencing all-consuming passion,0.85,0.5,0.5,0.8,0.85,0.92,0.5,0.5
experiencing devastating impact atmosphere,0.5,0.5,0.75,0.1,0.5,0.95,0.5,0.5
total serene calm vibes,0.5,0.5,0.5,0.8,0.08,0.2,0.5,0.5
like white balance neutral,0.5,0.65,0.5,0.5,0.5,0.5,0.5,0.5
like peaceful contentment feeling,0.7,0.5,0.5,0.85,0.15,0.4,0.5,0.5
experiencing gnawing anxiety,0.5,0.5,0.65,0.18,0.8,0.75,0.5,0.5
experiencing quiet contemplation energy,0.5,0.5,0.5,0.65,0.15,0.3,0.5,0.5
absolute swirling cloud patterns vibes,0.5,0.65,0.25,0.5,0.5,0.5,0.12,0.5
melancholic nostalgia atmosphere,0.55,0.5,0.5,0.4,0.25,0.6,0.5,0.5
explosive excitement sensation,0.5,0.8,0.5,0.85,0.95,0.9,0.5,0.5
absolute gravel crunching underfoot,0.5,0.5,0.8,0.5,0.4,0.45,0.5,0.5
slightly bitter resentment,0.5,0.5,0.5,0.3,0.5,0.5499999999999999,0.5,0.5
utter hopelessness energy,0.5,0.15,0.5,0.05,0.5,0.85,0.5,0.5
experiencing profound sadness atmosphere,0.5,0.2,0.5,0.1,0.25,0.8,0.5,0.5
icy wind cutting through energy,0.1,0.5,0.7,0.5,0.6,0.75,0.5,0.5
reminds me of candlelit warmth energy,0.85,0.25,0.5,0.75,0.5,0.5,0.5,0.85
meandering river path vibes,0.5,0.5,0.3,0.7,0.5,0.5,0.1,0.5
serene tranquility vibes,0.6,0.5,0.5,0.85,0.08,0.25,0.5,0.5
pure jagged mountain peaks feeling,0.5,0.5,0.7,0.5,0.5,0.7,0.85,0.5
pure frosty window pane,0.12,0.6,0.45,0.5,0.5,0.5,0.5,0.15
very brilliant sunlight streaming in,0.9,1.0,0.5,1.0,0.5,0.5,0.5,0.5
slightly profound sadness,0.5,0.35,0.5,0.25,0.4,0.65,0.5,0.5
reminds me of blazing summer heat wave,0.95,0.85,0.5,0.5,0.65,0.5,0.5,0.9
like terrifying fear atmosphere,0.2,0.5,0.5,0.1,0.95,0.92,0.5,0.5
slightly mild interest,0.5,0.5,0.5,0.5,0.6,0.5,0.5,0.5
very peaceful contentment,0.85,0.5,0.5,1.0,0.0,0.25,0.5,0.5
experiencing steady focus atmosphere,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5
experiencing abrasive concrete surface,0.5,0.5,0.85,0.5,0.5,0.5,0.75,0.4
intensely peaceful rest,0.5,0.5,0.5,0.95,0.0,0.0,0.5,0.5
crushing despair vibes,0.5,0.15,0.5,0.02,0.4,0.95,0.5,0.5
experiencing moderate force,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
extremely rough sandpaper grating,0.5,0.5,1.0,0.0,0.5,0.85,0.5,0.5
absolute industrial metal framework feeling,0.3,0.5,0.65,0.5,0.5,0.5,0.9,0.3
reminds me of frenzied chaos feeling,0.5,0.5,0.75,0.4,0.95,0.9,0.5,0.5
experiencing azure ocean depths vibes,0.35,0.5,0.5,0.5,0.5,0.55,0.5,0.12
reminds me of dusky twilight hour,0.55,0.25,0.5,0.6,0.3,0.5,0.5,0.5
gritty sand beach energy,0.7,0.75,0.8,0.5,0.5,0.5,0.5,0.5
reminds me of baby skin soft,0.75,0.5,0.1,0.85,0.5,0.5,0.5,0.5
the feeling of rough tree bark feeling,0.5,0.5,0.88,0.5,0.5,0.5,0.55,0.5
experiencing gravel crunching underfoot,0.5,0.5,0.8,0.5,0.4,0.45,0.5,0.5
extremely barely perceptible,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5
like harsh angular shadows,0.5,0.25,0.5,0.35,0.5,0.5,0.85,0.5
smooth river stones energy,0.5,0.5,0.2,0.65,0.5,0.5,0.4,0.5
extremely bittersweet memory,0.8,0.5,0.5,0.2,0.0499999999999999,0.9,0.5,0.5
experiencing harsh fluorescent lights,0.35,0.9,0.5,0.35,0.5,0.5,0.8,0.5
reminds me of mixed angular and curved energy,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
the feeling of overwhelming power vibes,0.5,0.5,0.5,0.5,0.8,0.95,0.5,0.5
pure frozen lake under northern lights feeling,0.08,0.55,0.35,0.75,0.5,0.8,0.35,0.15
total ice cold glacier vibes,0.05,0.75,0.5,0.5,0.5,0.5,0.5,0.05
absolute candlelit warmth feeling,0.85,0.25,0.5,0.75,0.5,0.5,0.5,0.85
sharp geometric edges sensation,0.5,0.5,0.65,0.5,0.5,0.5,0.95,0.5
barely abandoned factory in winter rain,0.35,0.5,0.6499999999999999,0.35,0.5,0.45,0.6000000000000001,0.45
slightly mild spring day,0.4,0.5499999999999999,0.5,0.6,0.55,0.5,0.5,0.5
total gentle nudge atmosphere,0.6,0.5,0.5,0.65,0.5,0.2,0.5,0.5
the feeling of earth-shattering revelation vibes,0.5,0.7,0.5,0.5,0.8,0.95,0.5,0.5
total crushing despair atmosphere,0.5,0.15,0.5,0.02,0.4,0.95,0.5,0.5
pure buttery smooth cream atmosphere,0.6,0.5,0.1,0.75,0.5,0.5,0.5,0.5
experiencing frozen lake under northern lights,0.08,0.55,0.35,0.75,0.5,0.8,0.35,0.15
intensely deep navy blue,0.5,0.0499999999999999,0.5,0.5,0.5,0.75,0.5,0.0
like liquid mercury flowing,0.5,0.75,0.08,0.5,0.5,0.5,0.2,0.5
fiery orange flames vibes,0.95,0.75,0.5,0.5,0.5,0.85,0.5,0.98
very white balance neutral,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5
absolute coarse burlap sack energy,0.45,0.5,0.85,0.35,0.5,0.5,0.5,0.5
total pitch black darkness,0.5,0.02,0.5,0.5,0.3,0.5,0.5,0.5
extremely crushing pressure,0.5,0.5,0.5,0.0,0.95,1.0,0.5,0.5
like steaming hot bath atmosphere,0.92,0.5,0.15,0.8,0.2,0.5,0.5,0.5
like dim candle flicker,0.75,0.18,0.5,0.5,0.25,0.5,0.5,0.8
pure gentle breeze atmosphere,0.5,0.5,0.3,0.7,0.25,0.15,0.5,0.5
reminds me of funeral in the rain vibes,0.3,0.25,0.45,0.08,0.3,0.85,0.55,0.35
experiencing bittersweet memory,0.55,0.5,0.5,0.45,0.3,0.65,0.5,0.5
deep peaceful sleep atmosphere,0.5,0.5,0.5,0.7,0.02,0.15,0.5,0.5
evokes bittersweet memory feeling,0.55,0.5,0.5,0.45,0.3,0.65,0.5,0.5
evokes thunderstorm over mountains,0.4,0.25,0.65,0.35,0.85,0.92,0.55,0.38
curving art nouveau lines feeling,0.6,0.5,0.5,0.75,0.5,0.5,0.12,0.5
pure steady focus,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5
pure wooden grain pattern,0.6,0.5,0.5,0.5,0.5,0.5,0.55,0.5
profound emotional weight feeling,0.5,0.5,0.5,0.35,0.45,0.9,0.5,0.5
thunderstorm over mountains energy,0.4,0.25,0.65,0.35,0.85,0.92,0.55,0.38
pure profound sadness feeling,0.5,0.2,0.5,0.1,0.25,0.8,0.5,0.5
pure delight atmosphere,0.5,0.8,0.5,0.9,0.75,0.5,0.5,0.5
evokes precise mathematical grid vibes,0.5,0.6,0.5,0.5,0.4,0.5,0.95,0.5
freezing arctic tundra sensation,0.02,0.7,0.5,0.5,0.5,0.7,0.5,0.05
somewhat mild sensation,0.5,0.5,0.5,0.5,0.4,0.3,0.5,0.5
total adrenaline rush sensation,0.5,0.5,0.5,0.7,0.92,0.88,0.5,0.5
like rigid angular structure sensation,0.35,0.5,0.6,0.5,0.5,0.5,0.92,0.5
evokes subtle hint energy,0.5,0.5,0.5,0.5,0.25,0.12,0.5,0.5
pure mixed angular and curved,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
like blazing midday sun,0.9,0.95,0.5,0.5,0.5,0.75,0.5,0.85
brilliant sunlight streaming in vibes,0.75,0.92,0.5,0.85,0.5,0.5,0.5,0.5
experiencing devastating grief,0.25,0.5,0.5,0.05,0.45,0.95,0.5,0.5
jazz club smoky atmosphere vibes,0.65,0.22,0.35,0.72,0.45,0.55,0.4,0.65
very abandoned factory in winter rain,0.0,0.15,1.0,0.0,0.15,0.8,0.95,0.1
total flowing organic curves,0.5,0.5,0.25,0.7,0.5,0.5,0.08,0.5
experiencing dark moonless night,0.25,0.08,0.5,0.5,0.2,0.5,0.5,0.5
experiencing mild sensation atmosphere,0.5,0.5,0.5,0.5,0.3,0.2,0.5,0.5
pure sterile hospital corridor at night atmosphere,0.3,0.85,0.4,0.25,0.5,0.55,0.85,0.3
experiencing wistful longing energy,0.5,0.5,0.5,0.42,0.3,0.65,0.5,0.5
like brilliant white clouds sensation,0.5,0.85,0.35,0.75,0.5,0.5,0.5,0.5
like steaming hot bath feeling,0.92,0.5,0.15,0.8,0.2,0.5,0.5,0.5
evokes overwhelming catastrophe vibes,0.5,0.5,0.5,0.05,0.85,0.98,0.5,0.5
reminds me of grandmother's kitchen filled with baking bread atmosphere,0.92,0.55,0.35,0.95,0.3,0.55,0.3,0.88
barely frozen lake under northern lights,0.28,0.35,0.55,0.55,0.5,0.6000000000000001,0.55,0.35
barely heart-pounding terror,0.5,0.5,0.5,0.28,0.78,0.75,0.5,0.5
pure dark moonless night feeling,0.25,0.08,0.5,0.5,0.2,0.5,0.5,0.5
children laughing in summer sunshine vibes,0.88,0.9,0.3,0.95,0.75,0.65,0.25,0.82
total chilly morning fog,0.2,0.45,0.15,0.5,0.5,0.5,0.5,0.25
the feeling of frenzied chaos,0.5,0.5,0.75,0.4,0.95,0.9,0.5,0.5
intensely ice cold glacier,0.0,0.95,0.5,0.5,0.5,0.5,0.5,0.0
the feeling of lazy Sunday morning atmosphere,0.7,0.5,0.5,0.75,0.15,0.5,0.5,0.5
very thundering crescendo,0.5,0.8,0.5,0.5,1.0,1.0,0.5,0.5
stoic acceptance vibes,0.5,0.5,0.5,0.5,0.25,0.55,0.5,0.5
evokes mild interest,0.5,0.5,0.5,0.65,0.45,0.5,0.5,0.5
barely undulating waves,0.5,0.5,0.45,0.5,0.6000000000000001,0.5,0.3,0.5
like blissful happiness,0.8,0.8,0.5,0.95,0.7,0.5,0.5,0.5
barely crackling fireplace on winter evening,0.75,0.55,0.5,0.7,0.45,0.35,0.55,0.72
total ecstatic euphoria,0.5,0.5,0.5,0.95,0.9,0.85,0.5,0.5
absolute blazing summer heat wave,0.95,0.85,0.5,0.5,0.65,0.5,0.5,0.9
total murky underwater depths,0.5,0.12,0.55,0.35,0.5,0.5,0.5,0.3
reminds me of hot cup of tea sensation,0.85,0.5,0.5,0.8,0.25,0.4,0.5,0.5
absolute crystalline facets,0.5,0.75,0.45,0.5,0.5,0.5,0.9,0.5
total balmy tropical evening energy,0.82,0.3,0.5,0.8,0.3,0.5,0.5,0.5
gentle nudge sensation,0.6,0.5,0.5,0.65,0.5,0.2,0.5,0.5
room temperature water vibes,0.5,0.5,0.2,0.55,0.5,0.2,0.5,0.5
steady focus vibes,0.5,0.5,0.5,0.6,0.5,0.5,0.5,0.5
reminds me of sleepy afternoon energy,0.6,0.55,0.5,0.65,0.12,0.5,0.5,0.5
total melancholic nostalgia vibes,0.55,0.5,0.5,0.4,0.25,0.6,0.5,0.5
silver moonlight atmosphere,0.3,0.5,0.5,0.6,0.5,0.5,0.5,0.15
reminds me of serene tranquility,0.6,0.5,0.5,0.85,0.08,0.25,0.5,0.5
the feeling of rusted corroded metal energy,0.45,0.5,0.88,0.25,0.5,0.5,0.5,0.5
gentle nudge atmosphere,0.6,0.5,0.5,0.65,0.5,0.2,0.5,0.5
reminds me of devastating impact,0.5,0.5,0.75,0.1,0.5,0.95,0.5,0.5
the feeling of frozen lake under northern lights sensation,0.08,0.55,0.35,0.75,0.5,0.8,0.35,0.15
rounded bubble shapes atmosphere,0.5,0.5,0.1,0.7,0.5,0.5,0.1,0.5
experiencing mixed angular and curved atmosphere,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
experiencing blinding white light feeling,0.5,0.98,0.5,0.5,0.7,0.9,0.5,0.5
evokes devastating impact sensation,0.5,0.5,0.75,0.1,0.5,0.95,0.5,0.5
gentle nudge energy,0.6,0.5,0.5,0.65,0.5,0.2,0.5,0.5
absolute drooping willow branches,0.5,0.5,0.5,0.6,0.2,0.5,0.15,0.5
intensely cold emptiness,0.0,0.5,0.5,0.0,0.5,0.8,0.5,0.5
experiencing abrasive concrete surface energy,0.5,0.5,0.85,0.5,0.5,0.5,0.75,0.4
